"Monto","Fecha","Actividad","Direccion","Empleado","Sexo","Nivel_Estudio","Rango_Etareo","Descuento"
"3305,00","2022-01-27","Baile","Bv. Roca 111","IGNACIO VEIGA","f","Ingenieria","Adultez",",00"
"3619,00","2022-01-29","Deportes","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Doctorado","Adultez",",00"
"2146,00","2022-01-29","Entrenamiento Especializado","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Superior","Adultez",",00"
"3654,00","2022-01-30","Bienestar y Relajación","Bv. Roca 111","OLGA PRADO","f","Doctorado","Adultez",",00"
"2059,00","2022-01-31","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARTA FALCON","f","Educacion Secundaria","Adultez",",00"
"4411,00","2022-01-31","Bienestar y Relajación","Bv. Roca 111","IGOR ORTEGA","m","Doctorado","Adultez",",00"
"3396,00","2022-01-31","Deportes","Bv. Roca 111","CARLOS PUENTE","f","Tecnicatura Universitaria","Adultez",",00"
"3696,00","2022-02-01","Cardio y Acondicionamiento Físico","Bv. Roca 111","NURIA GUILLEN","m","Maestria","Adultez",",00"
"4018,00","2022-02-01","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Superior","Adultez",",00"
"2759,00","2022-02-01","Actividades al Aire Libre","Bv. Roca 111","JUAN DIEGO PICON","f","Educacion Superior","Adultez",",00"
"2420,00","2022-02-01","Actividades al Aire Libre","Bv. Roca 111","OLGA PRADO","f","Tecnicatura Universitaria","Adultez",",00"
"3750,00","2022-02-03","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","f","Doctorado","Adultez",",00"
"3105,00","2022-02-03","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Educacion Primaria","Adultez","621,00"
"3064,00","2022-02-05","Bienestar y Cuidado Corporal","Bv. Roca 111","MANUEL JESUS RANGEL","m","Tecnicatura Universitaria","Adultez",",00"
"3856,00","2022-02-06","Actividades al Aire Libre","Bv. Roca 111","ABDELAZIZ SANTANA","f","Doctorado","Juventud",",00"
"2469,00","2022-02-07","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Educacion Secundaria","Adultez",",00"
"2016,00","2022-02-08","Grupos Específicos","Bv. Roca 111","LILIANA RUA","f","Maestria","Adultez",",00"
"3748,00","2022-02-09","Baile","Bv. Roca 111","BELEN GRANADO","m","Doctorado","Juventud",",00"
"2821,00","2022-02-09","Deportes","Bv. Roca 111","MARIAN HUETE","m","Licenciatura","Adultez",",00"
"3181,00","2022-02-09","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Primaria","Adultez",",00"
"1980,00","2022-02-09","Actividades Acuáticas","Bv. Roca 111","VERONICA PAREJA","f","Educacion Primaria","Adultez",",00"
"2240,00","2022-02-10","Baile","Bv. Roca 111","IGOR ORTEGA","m","Maestria","Juventud",",00"
"4083,00","2022-02-12","Actividades al Aire Libre","Bv. Roca 111","LILIANA RUA","m","Educacion Superior","Adultez",",00"
"2874,00","2022-02-14","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","f","Maestria","Adultez",",00"
"1971,00","2022-02-15","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LUIS MANUEL MATO","f","Educacion Secundaria","Adultez",",00"
"2162,00","2022-02-17","Baile","Bv. Roca 111","ARTURO RAYA","f","Educacion Superior","Adultez",",00"
"3440,00","2022-02-18","Bienestar y Relajación","Bv. Roca 111","IGNACIO VEIGA","m","Doctorado","Adultez",",00"
"4239,00","2022-02-20","Grupos Específicos","Bv. Roca 111","JOAN MONTALBAN","m","Ingenieria","Juventud",",00"
"4232,00","2022-02-21","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ELIA GASPAR","m","Tecnicatura Universitaria","Adultez",",00"
"2659,00","2022-02-21","Grupos Específicos","Bv. Roca 111","OLGA PRADO","m","Maestria","Adultez",",00"
"1954,00","2022-02-21","Actividades al Aire Libre","Bv. Roca 111","JUAN MANUEL RINCON","m","Ingenieria","Juventud",",00"
"4216,00","2022-02-22","Bienestar y Cuidado Corporal","Bv. Roca 111","JON SIMO","m","Educacion Primaria","Juventud",",00"
"4384,00","2022-02-22","Actividades al Aire Libre","Bv. Roca 111","NURIA GUILLEN","m","Licenciatura","Adultez",",00"
"4017,00","2022-02-25","Grupos Específicos","Bv. Roca 111","ELIA GASPAR","m","Educacion Primaria","Adultez",",00"
"3285,00","2022-02-28","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","m","Educacion Superior","Adultez",",00"
"4035,00","2022-03-02","Actividades Acuáticas","Bv. Roca 111","LILIANA RUA","f","Doctorado","Adultez",",00"
"2385,00","2022-03-06","Baile","Bv. Roca 111","SORAYA SEBASTIAN","m","Ingenieria","Adultez","357,75"
"2124,00","2022-03-10","Grupos Específicos","Bv. Roca 111","JON SIMO","f","Licenciatura","Adultez",",00"
"2387,00","2022-03-11","Bienestar y Relajación","Bv. Roca 111","JON SIMO","m","Doctorado","Adultez",",00"
"2236,00","2022-03-11","Baile","Bv. Roca 111","VERONICA PAREJA","m","Licenciatura","Adultez","335,40"
"3255,00","2022-03-11","Baile","Bv. Roca 111","SUSANA SEBASTIAN","m","Doctorado","Adultez","488,25"
"2261,00","2022-03-12","Grupos Específicos","Bv. Roca 111","MARTA FALCON","m","Educacion Superior","Adultez",",00"
"2165,00","2022-03-13","Deportes","Bv. Roca 111","CARLOS PUENTE","m","Doctorado","Adultez",",00"
"3579,00","2022-03-16","Actividades al Aire Libre","Bv. Roca 111","ARTURO RAYA","f","Educacion Superior","Adultez",",00"
"2701,00","2022-03-16","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Doctorado","Adultez",",00"
"3420,00","2022-03-19","Bienestar y Cuidado Corporal","Bv. Roca 111","NURIA GUILLEN","m","Tecnicatura Universitaria","Adultez",",00"
"4022,00","2022-03-20","Bienestar y Relajación","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Superior","Adultez",",00"
"2603,00","2022-03-21","Baile","Bv. Roca 111","SAID AMARO","m","Maestria","Adultez","390,45"
"2055,00","2022-03-21","Actividades Acuáticas","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Superior","Juventud",",00"
"3187,00","2022-03-21","Bienestar y Cuidado Corporal","Bv. Roca 111","LETICIA TORNERO","m","Educacion Primaria","Adultez",",00"
"4449,00","2022-03-23","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Superior","Adultez",",00"
"3919,00","2022-03-24","Actividades Acuáticas","Bv. Roca 111","BERTA VALLE","f","Tecnicatura Universitaria","Adultez",",00"
"3723,00","2022-03-25","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SUSANA SEBASTIAN","m","Educacion Secundaria","Adultez",",00"
"3285,00","2022-03-25","Entrenamiento Especializado","Bv. Roca 111","SORAYA SEBASTIAN","f","Doctorado","Adultez",",00"
"2096,00","2022-03-25","Bienestar y Cuidado Corporal","Bv. Roca 111","ARTURO RAYA","f","Doctorado","Adultez",",00"
"2032,00","2022-03-25","Actividades al Aire Libre","Bv. Roca 111","LUIS MANUEL MATO","f","Educacion Superior","Adultez",",00"
"2914,00","2022-03-27","Entrenamiento Especializado","Bv. Roca 111","ARTURO RAYA","m","Licenciatura","Adultez",",00"
"2861,00","2022-03-29","Bienestar y Relajación","Bv. Roca 111","SAID AMARO","f","Doctorado","Adultez",",00"
"3430,00","2022-03-31","Entrenamiento Especializado","Bv. Roca 111","JOAN MONTALBAN","m","Ingenieria","Adultez",",00"
"3800,00","2022-04-01","Bienestar y Cuidado Corporal","Bv. Roca 111","BELEN GRANADO","m","Educacion Primaria","Adultez",",00"
"2669,00","2022-04-02","Grupos Específicos","Bv. Roca 111","VERONICA PAREJA","f","Doctorado","Adultez",",00"
"3959,00","2022-04-03","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN DIEGO PICON","m","Doctorado","Adultez",",00"
"3601,00","2022-04-03","Deportes","Bv. Roca 111","ELIA GASPAR","f","Tecnicatura Universitaria","Adultez",",00"
"2229,00","2022-04-05","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN MANUEL RINCON","m","Licenciatura","Adultez",",00"
"3041,00","2022-04-08","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","m","Doctorado","Adultez",",00"
"2735,00","2022-04-11","Grupos Específicos","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Licenciatura","Juventud",",00"
"2209,00","2022-04-11","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN MANUEL RINCON","m","Tecnicatura Universitaria","Adultez",",00"
"2227,00","2022-04-12","Baile","Bv. Roca 111","JOAN MONTALBAN","m","Ingenieria","Adultez",",00"
"3203,00","2022-04-12","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Secundaria","Adultez",",00"
"2574,00","2022-04-14","Actividades Acuáticas","Bv. Roca 111","ARTURO RAYA","m","Tecnicatura Universitaria","Adultez",",00"
"2701,00","2022-04-14","Bienestar y Cuidado Corporal","Bv. Roca 111","CARLOS PUENTE","f","Maestria","Adultez",",00"
"2566,00","2022-04-15","Deportes","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Educacion Secundaria","Adultez",",00"
"2820,00","2022-04-15","Grupos Específicos","Bv. Roca 111","MARTA FALCON","f","Educacion Primaria","Juventud",",00"
"2072,00","2022-04-15","Actividades al Aire Libre","Bv. Roca 111","CARLOS PUENTE","m","Ingenieria","Adultez",",00"
"2459,00","2022-04-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","FERRAN ESTEVE","m","Ingenieria","Juventud",",00"
"4330,00","2022-04-20","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","m","Ingenieria","Adultez","1082,50"
"2062,00","2022-04-22","Actividades Acuáticas","Bv. Roca 111","CARLOS PUENTE","f","Educacion Secundaria","Adultez",",00"
"4259,00","2022-04-26","Baile","Bv. Roca 111","SORAYA SEBASTIAN","m","Doctorado","Adultez",",00"
"3069,00","2022-04-27","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARIAN HUETE","f","Ingenieria","Adultez",",00"
"1975,00","2022-04-28","Bienestar y Cuidado Corporal","Bv. Roca 111","SUSANA SEBASTIAN","m","Educacion Secundaria","Adultez",",00"
"2830,00","2022-04-29","Deportes","Bv. Roca 111","ELIA GASPAR","m","Tecnicatura Universitaria","Adultez",",00"
"3607,00","2022-04-29","Grupos Específicos","Bv. Roca 111","ELIA GASPAR","f","Doctorado","Adultez",",00"
"3547,00","2022-05-02","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Superior","Adultez",",00"
"4002,00","2022-05-04","Bienestar y Cuidado Corporal","Bv. Roca 111","JON SIMO","m","Educacion Superior","Adultez",",00"
"2116,00","2022-05-06","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","IGNACIO VEIGA","f","Maestria","Adultez",",00"
"3246,00","2022-05-06","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Educacion Superior","Adultez",",00"
"3450,00","2022-05-07","Actividades al Aire Libre","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Primaria","Adultez",",00"
"3979,00","2022-05-08","Bienestar y Relajación","Bv. Roca 111","SORAYA SEBASTIAN","f","Doctorado","Adultez",",00"
"2382,00","2022-05-09","Bienestar y Cuidado Corporal","Bv. Roca 111","ELIA GASPAR","f","Doctorado","Juventud",",00"
"2903,00","2022-05-10","Actividades Acuáticas","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Doctorado","Adultez",",00"
"4038,00","2022-05-11","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Ingenieria","Adultez","1009,50"
"2233,00","2022-05-11","Deportes","Bv. Roca 111","FERRAN ESTEVE","m","Ingenieria","Adultez",",00"
"3838,00","2022-05-11","Entrenamiento Especializado","Bv. Roca 111","NURIA GUILLEN","f","Doctorado","Adultez","383,80"
"2106,00","2022-05-11","Entrenamiento Especializado","Bv. Roca 111","MARIAN HUETE","f","Tecnicatura Universitaria","Adultez","210,60"
"3836,00","2022-05-12","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LILIANA RUA","m","Maestria","Juventud","959,00"
"2025,00","2022-05-13","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","f","Licenciatura","Juventud",",00"
"4428,00","2022-05-13","Bienestar y Relajación","Bv. Roca 111","BELEN GRANADO","f","Licenciatura","Adultez",",00"
"2777,00","2022-05-13","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","m","Educacion Superior","Adultez","277,70"
"2054,00","2022-05-18","Deportes","Bv. Roca 111","LUIS MANUEL MATO","m","Maestria","Adultez",",00"
"2088,00","2022-05-18","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Doctorado","Juventud",",00"
"2857,00","2022-05-19","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN DIEGO PICON","m","Ingenieria","Adultez",",00"
"2298,00","2022-05-19","Entrenamiento Especializado","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Licenciatura","Adultez","229,80"
"3659,00","2022-05-21","Cardio y Acondicionamiento Físico","Bv. Roca 111","LUIS MANUEL MATO","m","Licenciatura","Juventud",",00"
"3219,00","2022-05-21","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","f","Doctorado","Adultez",",00"
"3043,00","2022-05-21","Entrenamiento Especializado","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Educacion Primaria","Juventud","304,30"
"3682,00","2022-05-22","Baile","Bv. Roca 111","LUIS MANUEL MATO","m","Ingenieria","Adultez","1104,60"
"2015,00","2022-05-22","Baile","Bv. Roca 111","JON SIMO","m","Doctorado","Adultez","604,50"
"2795,00","2022-05-22","Entrenamiento Especializado","Bv. Roca 111","IGNACIO VEIGA","m","Doctorado","Adultez","279,50"
"3357,00","2022-05-24","Baile","Bv. Roca 111","ELIA GASPAR","f","Educacion Superior","Adultez","1007,10"
"3162,00","2022-05-24","Entrenamiento Especializado","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Maestria","Adultez","316,20"
"2116,00","2022-05-25","Actividades al Aire Libre","Bv. Roca 111","JUAN ALBERTO MORA","m","Ingenieria","Juventud",",00"
"3771,00","2022-05-26","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Tecnicatura Universitaria","Adultez",",00"
"2205,00","2022-05-26","Bienestar y Relajación","Bv. Roca 111","MARTA FALCON","m","Educacion Secundaria","Adultez",",00"
"4231,00","2022-05-26","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez",",00"
"3829,00","2022-05-28","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Educacion Superior","Adultez",",00"
"4399,00","2022-05-31","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSA ANA MANRIQUE","m","Licenciatura","Juventud","879,80"
"2218,00","2022-06-01","Actividades Acuáticas","Bv. Roca 111","VERONICA PAREJA","m","Educacion Superior","Adultez",",00"
"2019,00","2022-06-02","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","m","Educacion Superior","Adultez","403,80"
"2647,00","2022-06-03","Actividades Acuáticas","Bv. Roca 111","JON SIMO","f","Educacion Superior","Adultez",",00"
"2654,00","2022-06-06","Cardio y Acondicionamiento Físico","Bv. Roca 111","MANUEL JESUS RANGEL","f","Maestria","Adultez","530,80"
"2012,00","2022-06-06","Bienestar y Relajación","Bv. Roca 111","SUSANA SEBASTIAN","f","Licenciatura","Adultez",",00"
"3624,00","2022-06-06","Baile","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Licenciatura","Adultez",",00"
"3237,00","2022-06-07","Actividades Acuáticas","Bv. Roca 111","NURIA GUILLEN","f","Educacion Superior","Juventud",",00"
"4117,00","2022-06-09","Entrenamiento Especializado","Bv. Roca 111","LETICIA TORNERO","m","Ingenieria","Adultez",",00"
"4075,00","2022-06-10","Bienestar y Cuidado Corporal","Bv. Roca 111","IGNACIO VEIGA","m","Maestria","Juventud",",00"
"4264,00","2022-06-11","Bienestar y Relajación","Bv. Roca 111","CARLOS PUENTE","m","Educacion Superior","Adultez",",00"
"2660,00","2022-06-12","Deportes","Bv. Roca 111","LUIS MANUEL MATO","m","Maestria","Adultez","266,00"
"3920,00","2022-06-15","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARIAN HUETE","m","Educacion Primaria","Adultez",",00"
"2379,00","2022-06-16","Actividades Acuáticas","Bv. Roca 111","SORAYA SEBASTIAN","m","Doctorado","Adultez",",00"
"3950,00","2022-06-17","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ROSANA LEAL","f","Educacion Secundaria","Adultez",",00"
"2359,00","2022-06-17","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ABDELAZIZ SANTANA","m","Educacion Primaria","Adultez",",00"
"2707,00","2022-06-18","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez","812,10"
"2587,00","2022-06-19","Grupos Específicos","Bv. Roca 111","SORAYA SEBASTIAN","m","Ingenieria","Adultez",",00"
"2511,00","2022-06-20","Deportes","Bv. Roca 111","OLGA PRADO","f","Doctorado","Juventud","251,10"
"3632,00","2022-06-20","Entrenamiento Especializado","Bv. Roca 111","BERTA VALLE","m","Educacion Primaria","Adultez",",00"
"3032,00","2022-06-21","Bienestar y Cuidado Corporal","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez",",00"
"3904,00","2022-06-24","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN MANUEL RINCON","m","Maestria","Adultez",",00"
"3990,00","2022-06-24","Grupos Específicos","Bv. Roca 111","OLGA PRADO","m","Licenciatura","Adultez","997,50"
"3823,00","2022-06-24","Bienestar y Cuidado Corporal","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Superior","Adultez",",00"
"3518,00","2022-06-25","Actividades al Aire Libre","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Educacion Primaria","Adultez",",00"
"4165,00","2022-06-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","FERRAN ESTEVE","f","Ingenieria","Adultez",",00"
"2623,00","2022-06-29","Actividades al Aire Libre","Bv. Roca 111","JOAN MONTALBAN","f","Doctorado","Juventud",",00"
"4426,00","2022-07-01","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Superior","Adultez",",00"
"2562,00","2022-07-04","Grupos Específicos","Bv. Roca 111","LILIANA RUA","f","Educacion Secundaria","Adultez","640,50"
"2061,00","2022-07-07","Cardio y Acondicionamiento Físico","Bv. Roca 111","NURIA GUILLEN","m","Educacion Primaria","Juventud",",00"
"4195,00","2022-07-11","Actividades al Aire Libre","Bv. Roca 111","JON SIMO","m","Educacion Superior","Adultez",",00"
"3895,00","2022-07-12","Actividades al Aire Libre","Bv. Roca 111","BELEN GRANADO","f","Tecnicatura Universitaria","Adultez",",00"
"3354,00","2022-07-13","Grupos Específicos","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Tecnicatura Universitaria","Adultez","838,50"
"2912,00","2022-07-14","Baile","Bv. Roca 111","SORAYA SEBASTIAN","m","Ingenieria","Adultez",",00"
"2537,00","2022-07-14","Deportes","Bv. Roca 111","MARTA FALCON","m","Educacion Secundaria","Adultez",",00"
"2652,00","2022-07-14","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Maestria","Adultez",",00"
"2342,00","2022-07-15","Actividades Acuáticas","Bv. Roca 111","YOUSSEF DE ANDRES","f","Educacion Secundaria","Juventud",",00"
"3158,00","2022-07-15","Actividades al Aire Libre","Bv. Roca 111","MARIAN HUETE","m","Ingenieria","Adultez",",00"
"2915,00","2022-07-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez",",00"
"4434,00","2022-07-16","Actividades Acuáticas","Bv. Roca 111","BERTA VALLE","f","Educacion Superior","Adultez",",00"
"2464,00","2022-07-18","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Tecnicatura Universitaria","Adultez",",00"
"3062,00","2022-07-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JON SIMO","f","Educacion Primaria","Adultez",",00"
"4201,00","2022-07-19","Bienestar y Relajación","Bv. Roca 111","ABDELAZIZ SANTANA","m","Educacion Primaria","Adultez",",00"
"3102,00","2022-07-19","Baile","Bv. Roca 111","IGNACIO VEIGA","f","Maestria","Adultez",",00"
"2577,00","2022-07-20","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SORAYA SEBASTIAN","m","Maestria","Adultez",",00"
"2318,00","2022-07-20","Baile","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Ingenieria","Adultez",",00"
"3349,00","2022-07-21","Actividades Acuáticas","Bv. Roca 111","IGOR ORTEGA","f","Educacion Primaria","Adultez",",00"
"3493,00","2022-07-22","Actividades Acuáticas","Bv. Roca 111","VERONICA PAREJA","m","Licenciatura","Adultez",",00"
"3220,00","2022-07-24","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Ingenieria","Adultez",",00"
"4453,00","2022-07-24","Grupos Específicos","Bv. Roca 111","SUSANA SEBASTIAN","m","Doctorado","Adultez",",00"
"4395,00","2022-07-25","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","f","Educacion Primaria","Adultez",",00"
"4327,00","2022-07-26","Bienestar y Relajación","Bv. Roca 111","MANUEL JESUS RANGEL","f","Educacion Secundaria","Adultez",",00"
"3513,00","2022-07-26","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSA ANA MANRIQUE","m","Tecnicatura Universitaria","Adultez",",00"
"3136,00","2022-07-29","Deportes","Bv. Roca 111","IGNACIO VEIGA","f","Doctorado","Adultez",",00"
"4446,00","2022-07-30","Baile","Bv. Roca 111","BELEN GRANADO","f","Licenciatura","Adultez",",00"
"2065,00","2022-07-30","Actividades al Aire Libre","Bv. Roca 111","OLGA PRADO","f","Tecnicatura Universitaria","Adultez",",00"
"3833,00","2022-07-31","Entrenamiento Especializado","Bv. Roca 111","IGOR ORTEGA","m","Educacion Primaria","Adultez",",00"
"2888,00","2022-08-02","Deportes","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Licenciatura","Adultez",",00"
"3493,00","2022-08-04","Cardio y Acondicionamiento Físico","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Superior","Adultez",",00"
"2674,00","2022-08-05","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Educacion Superior","Adultez","668,50"
"3939,00","2022-08-05","Bienestar y Relajación","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Primaria","Adultez",",00"
"4132,00","2022-08-06","Baile","Bv. Roca 111","JON SIMO","m","Ingenieria","Adultez",",00"
"2089,00","2022-08-06","Entrenamiento Especializado","Bv. Roca 111","ELIA GASPAR","f","Educacion Superior","Adultez",",00"
"3691,00","2022-08-07","Bienestar y Cuidado Corporal","Bv. Roca 111","NURIA GUILLEN","m","Doctorado","Adultez",",00"
"2212,00","2022-08-08","Deportes","Bv. Roca 111","MARIAN HUETE","f","Ingenieria","Juventud",",00"
"3498,00","2022-08-09","Cardio y Acondicionamiento Físico","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Educacion Primaria","Juventud",",00"
"2483,00","2022-08-09","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Doctorado","Adultez",",00"
"2225,00","2022-08-09","Bienestar y Cuidado Corporal","Bv. Roca 111","BELEN GRANADO","m","Tecnicatura Universitaria","Adultez",",00"
"3190,00","2022-08-11","Baile","Bv. Roca 111","ROSA ANA MANRIQUE","m","Doctorado","Adultez",",00"
"3152,00","2022-08-11","Entrenamiento Especializado","Bv. Roca 111","SUSANA SEBASTIAN","m","Ingenieria","Adultez",",00"
"4440,00","2022-08-13","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","IGNACIO VEIGA","f","Ingenieria","Adultez","1110,00"
"2715,00","2022-08-15","Bienestar y Cuidado Corporal","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Juventud",",00"
"2207,00","2022-08-16","Actividades Acuáticas","Bv. Roca 111","NURIA GUILLEN","m","Ingenieria","Adultez",",00"
"3110,00","2022-08-16","Grupos Específicos","Bv. Roca 111","LETICIA TORNERO","m","Ingenieria","Juventud",",00"
"3659,00","2022-08-17","Grupos Específicos","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Maestria","Adultez",",00"
"3470,00","2022-08-18","Bienestar y Relajación","Bv. Roca 111","ROSANA LEAL","f","Ingenieria","Juventud",",00"
"3626,00","2022-08-18","Entrenamiento Especializado","Bv. Roca 111","SORAYA SEBASTIAN","f","Educacion Superior","Adultez",",00"
"2001,00","2022-08-19","Bienestar y Relajación","Bv. Roca 111","FERRAN ESTEVE","f","Tecnicatura Universitaria","Juventud",",00"
"3164,00","2022-08-19","Actividades Acuáticas","Bv. Roca 111","NURIA GUILLEN","m","Tecnicatura Universitaria","Adultez",",00"
"2207,00","2022-08-19","Entrenamiento Especializado","Bv. Roca 111","ROSA ANA MANRIQUE","m","Licenciatura","Adultez",",00"
"3285,00","2022-08-21","Bienestar y Cuidado Corporal","Bv. Roca 111","LETICIA TORNERO","f","Educacion Superior","Adultez",",00"
"2593,00","2022-08-23","Actividades Acuáticas","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Maestria","Adultez",",00"
"3816,00","2022-08-23","Grupos Específicos","Bv. Roca 111","JOAN MONTALBAN","m","Maestria","Adultez",",00"
"3809,00","2022-08-25","Actividades al Aire Libre","Bv. Roca 111","JUAN DIEGO PICON","m","Doctorado","Juventud",",00"
"3290,00","2022-08-28","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSANA LEAL","m","Maestria","Adultez",",00"
"2314,00","2022-08-28","Bienestar y Cuidado Corporal","Bv. Roca 111","BELEN GRANADO","m","Doctorado","Juventud",",00"
"3725,00","2022-08-30","Deportes","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Ingenieria","Adultez",",00"
"3800,00","2022-08-30","Actividades Acuáticas","Bv. Roca 111","ELIA GASPAR","f","Educacion Superior","Adultez",",00"
"3032,00","2022-08-31","Cardio y Acondicionamiento Físico","Bv. Roca 111","ELIA GASPAR","m","Maestria","Adultez",",00"
"4329,00","2022-08-31","Baile","Bv. Roca 111","MARIAN HUETE","m","Tecnicatura Universitaria","Adultez",",00"
"1989,00","2022-08-31","Deportes","Bv. Roca 111","ARTURO RAYA","f","Educacion Secundaria","Adultez",",00"
"2960,00","2022-09-01","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Adultez",",00"
"2347,00","2022-09-02","Entrenamiento Especializado","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Maestria","Adultez",",00"
"3007,00","2022-09-03","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LILIANA RUA","f","Educacion Secundaria","Adultez",",00"
"4039,00","2022-09-03","Actividades Acuáticas","Bv. Roca 111","YOUSSEF DE ANDRES","m","Doctorado","Adultez",",00"
"2167,00","2022-09-04","Entrenamiento Especializado","Bv. Roca 111","IGNACIO VEIGA","m","Doctorado","Adultez",",00"
